user_id,last_order_date,cart_abandoned_date,avg_order_value,sessions_last_30d,num_cart_items,engagement_score,profitability_score,days_since_abandon
93,2025-09-05,,762.0,6,9,0.23898499666455736,0.713036397380002,
94,2024-11-23,,658.0,5,3,0.5929013772192457,0.2565381924494405,
95,2025-07-17,,298.0,4,3,0.433313079977952,0.2563688173527218,
96,2024-10-10,,1888.0,2,7,0.541398892372176,0.5651887469052455,
97,2024-10-28,,2148.0,5,5,0.5121137753736805,0.535459574491917,
98,2025-09-11,,462.0,5,5,0.441633756406905,0.8899393676138486,
99,2024-10-11,,1818.0,6,5,0.3973403889509944,0.4191310912095787,
100,2025-05-14,2025-09-20,438.0,3,9,0.24458376426125658,0.4719118699046332,0.0
101,2025-05-07,,1118.0,8,4,0.49519833486186604,0.17037178396746072,
102,2025-07-19,,567.0,6,6,0.18060728734835002,0.10939867238269589,
103,2025-05-04,,155.0,5,6,0.8219327226728627,0.29625687645765614,
104,2025-07-01,,2154.0,4,7,0.4907730959711422,0.488825294671934,
105,2025-04-10,,534.0,4,2,0.309625764664669,0.6724258571598769,
106,2024-12-05,2025-09-17,1111.0,9,6,0.5386338547392377,0.8557558347454148,3.0
107,2025-01-02,,416.0,5,9,0.10110074848951134,0.391788886783465,
108,2025-02-01,,65.0,8,3,0.5015462151214042,0.7990660444539407,
109,2025-08-10,,135.0,3,2,0.40923896901740336,0.3108118844872962,
110,2025-08-23,,598.0,5,8,0.5406451435019023,0.4487491392160159,
111,2025-05-08,,987.0,2,1,0.47548876836588233,0.569909445832595,
112,2025-03-03,,376.0,5,8,0.5041250584927959,0.33482963660752335,
113,2024-10-27,,1001.0,3,5,0.37983577036192656,0.23884629499907892,
114,2024-12-26,,1010.0,5,9,0.6239452710499814,0.40852739152920725,
115,2025-08-18,,1024.0,4,9,0.15059001004657327,0.5950594737707521,
116,2025-08-03,,593.0,4,4,0.10696253674500215,0.288678264778796,
117,2025-07-20,,2021.0,6,1,0.36228429025745845,0.6695999127462742,
118,2025-02-16,2025-09-10,587.0,2,5,0.3637390905726431,0.11037220895183225,10.0
119,2024-12-01,2025-09-20,529.0,3,7,0.7910225872245514,0.38866064218245494,0.0
120,2025-06-13,,228.0,5,9,0.26504756989679906,0.4241990796525059,
121,2025-04-01,2025-09-18,344.0,7,9,0.36220554701026775,0.1898556728487626,2.0
122,2024-09-25,,85.0,3,9,0.3956993746212665,0.5993070071565777,
123,2025-02-18,2025-09-20,853.0,1,6,0.5739358557492664,0.662781879443603,0.0
124,2025-08-16,,279.0,3,2,0.6396860267566079,0.1758673757013716,
125,2025-02-05,,340.0,5,5,0.545720463712636,0.7826013335400148,
126,2025-06-11,,1229.0,4,3,0.21807865757587253,0.4731969200558783,
127,2025-05-12,,367.0,5,6,0.5465901656499695,0.47931292262529507,
128,2025-01-06,,272.0,2,5,0.6104849404337113,0.3737486562306985,
129,2025-09-15,,198.0,2,1,0.5312183675096405,0.7606782665357905,
130,2025-02-14,,1243.0,5,2,0.21927298743582047,0.4081426824398727,
131,2025-01-08,,161.0,4,5,0.27179273809264276,0.7657713607088477,
132,2024-09-26,,534.0,3,6,0.35912747804769357,0.4714916846952582,
133,2024-12-11,2025-09-20,616.0,10,1,0.6411127172860722,0.19164948929907,0.0
134,2025-02-25,,980.0,5,7,0.10318573212343997,0.949548843019549,
135,2025-09-05,,853.0,4,3,0.17400226260748555,0.4090652587694705,
136,2024-10-09,2025-09-18,1382.0,4,1,0.6475371948991436,0.3621197979346648,2.0
137,2025-08-09,,87.0,6,7,0.3235539592085757,0.47913174870139374,
138,2025-03-25,2025-09-14,331.0,4,7,0.12809501014680225,0.49825418571709434,6.0
139,2025-07-19,,313.0,1,3,0.3421896295331365,0.7881985581788629,
140,2024-10-03,,176.0,2,6,0.4017038833998369,0.6693883511742886,
141,2025-02-01,,323.0,3,4,0.09378258923444815,0.4577712931633035,
142,2025-01-22,,347.0,7,4,0.23112361737532408,0.558378387024219,
143,2025-07-30,,640.0,4,9,0.13423061656748003,0.825955613688003,
144,2025-06-16,,922.0,3,7,0.1504940765777261,0.5459614160625538,
145,2025-02-10,,434.0,9,6,0.1689133403487258,0.7001481246065785,
146,2025-02-01,,1067.0,5,9,0.4077061019210453,0.3753640367544864,
147,2025-01-26,,378.0,3,3,0.3203584689873728,0.5188988298935886,
148,2025-04-30,,324.0,3,4,0.35400185140980545,0.6850477399613756,
149,2025-04-02,,673.0,3,9,0.4310996725921502,0.5871372393715718,
150,2025-08-22,2025-09-20,69.0,5,4,0.22595799257383986,0.49555020252192244,0.0
151,2025-08-15,,117.0,3,7,0.3779624604671572,0.777434660121395,
152,2025-09-07,,483.0,5,9,0.1709711342280531,0.7521656413904201,
153,2025-04-13,,2341.0,5,4,0.7890032092294886,0.5721454401286316,
154,2024-10-28,,1073.0,2,9,0.5664418691304247,0.8261628791581355,
155,2025-03-17,,124.0,2,7,0.26620041173156794,0.7166431730031022,
156,2025-01-20,2025-09-10,1548.0,2,4,0.6973751784439636,0.298782858189927,10.0
157,2025-06-26,,1104.0,1,3,0.764528910992393,0.28959825146404444,
158,2024-12-10,2025-09-13,805.0,4,6,0.39760155625466725,0.37555739071975286,7.0
159,2025-07-16,,1423.0,1,3,0.2892415573943823,0.4484926813991266,
160,2025-04-03,,464.0,4,7,0.039245477141141155,0.6077466646593178,
161,2025-08-06,,250.0,8,1,0.8262311364121647,0.34992158923017463,
162,2025-07-20,,624.0,3,7,0.4223101472177882,0.3356197646236534,
163,2025-05-09,2025-09-10,687.0,3,3,0.2593193323321905,0.6363310737908559,10.0
164,2024-12-10,2025-09-13,668.0,3,9,0.5375769010558635,0.8476366537672707,7.0
165,2025-08-23,,716.0,5,6,0.31637886732296605,0.851116020319669,
166,2025-06-04,2025-09-07,2426.0,3,7,0.7641583028264115,0.7858850784397493,13.0
167,2025-08-07,,1910.0,4,9,0.4482442055970456,0.664070791276205,
168,2024-10-15,,1718.0,8,6,0.6576220741133729,0.3018914641988367,
169,2024-12-08,2025-09-13,1343.0,5,2,0.3524998507220499,0.708711667371532,7.0
170,2024-10-24,,2348.0,5,6,0.13532881316351414,0.611559503427182,
171,2025-05-15,,133.0,1,6,0.22441830597270945,0.83063396699554,
172,2024-10-07,,296.0,5,2,0.5104065048841628,0.20750412273655416,
173,2025-02-01,,597.0,7,7,0.6631584778728857,0.40804426965763047,
174,2025-03-14,,1549.0,7,9,0.22608625584152164,0.20072233124963326,
175,2025-02-07,,613.0,2,4,0.3884252586412569,0.32345137019961645,
176,2024-12-11,,1153.0,3,5,0.4855168677238059,0.31171869206847647,
177,2025-05-22,,170.0,2,6,0.4361895433337146,0.9598718897768845,
178,2025-05-27,2025-09-18,283.0,3,1,0.5771630737705448,0.07155039054004599,2.0
179,2025-01-30,,1103.0,7,8,0.33676781725932114,0.5588327942766854,
180,2025-01-04,,194.0,3,9,0.25091842973025175,0.1885757735929095,
181,2024-09-26,,396.0,4,1,0.5053869661248871,0.2028752713587186,
182,2025-03-06,,296.0,4,4,0.30078888583909286,0.415645301056929,
183,2025-05-06,,394.0,7,6,0.6028476387292498,0.5433768329110753,
184,2024-11-06,,1036.0,1,1,0.48886225849465065,0.4838872028281425,
185,2025-04-08,,417.0,4,3,0.18433528372573227,0.40392353367706835,
186,2025-02-07,,698.0,4,7,0.14561320465051852,0.5059292882042666,
187,2024-11-17,,134.0,5,8,0.22544465399801364,0.4982425098397253,
188,2025-01-29,,1358.0,1,8,0.5011411120931197,0.3143447707945964,
189,2025-04-01,2025-09-07,419.0,1,5,0.4330745888167734,0.5982591705305805,13.0
190,2025-04-21,,887.0,2,1,0.7431978140687757,0.2731955767954302,
191,2024-11-09,,1084.0,1,1,0.5422693713880009,0.6653756938755538,
192,2025-04-13,,238.0,4,8,0.36208189822681447,0.11994734968121161,
193,2025-06-16,,1778.0,2,5,0.35434517645682856,0.07978236624028658,
194,2025-01-30,2025-09-08,816.0,1,9,0.8840034725804468,0.45460550665164745,12.0
195,2025-03-24,,498.0,3,1,0.06359323952093034,0.693749111189706,
196,2025-05-30,,211.0,2,2,0.23896043353793547,0.7322648835651011,
197,2024-11-06,,2332.0,2,4,0.25088032620769946,0.6214846954677387,
198,2025-07-30,,1175.0,4,7,0.5908271303092962,0.5240249413856876,
199,2024-12-26,,237.0,5,4,0.4311718113882791,0.7919178118031489,
200,2024-11-29,,380.0,1,8,0.3200121645347231,0.3980527646866567,
201,2025-05-30,2025-09-12,1377.0,1,7,0.6833923940021903,0.5918266277253676,8.0
202,2025-06-11,,1002.0,4,5,0.24005400482053127,0.14272562145540293,
203,2025-05-30,,1211.0,5,7,0.0920699774366978,0.5726783163498916,
204,2025-07-01,2025-09-09,516.0,4,8,0.20841958767600965,0.47991128939358335,11.0
205,2025-03-17,,1058.0,2,3,0.09811055707394835,0.787294414459158,
206,2025-05-30,,441.0,3,3,0.16361083091331072,0.68525134330036,
207,2025-09-18,,240.0,7,2,0.10001275792766517,0.49612491815549636,
208,2025-05-13,,851.0,2,4,0.5991066850392289,0.8026301333181693,
209,2025-02-12,,3034.0,6,4,0.8330699363606222,0.6221023663671302,
210,2025-07-28,,348.0,9,4,0.13777887808697542,0.4438679289584933,
211,2024-10-12,,544.0,4,2,0.29814092178584095,0.8207634345366315,
212,2025-02-08,,947.0,4,7,0.3028255133796686,0.24913083277591083,
213,2025-02-07,,674.0,2,3,0.3612086190495374,0.09073519186455345,
214,2025-05-17,2025-09-14,1533.0,3,1,0.5986072797395219,0.7630723868581301,6.0
215,2025-05-13,,1198.0,4,2,0.12175930201777346,0.4604419421749247,
216,2025-07-29,,98.0,3,5,0.4824478907175115,0.5854351672322035,
217,2025-04-01,2025-09-16,5211.0,2,9,0.40241372355390603,0.26301216349983275,4.0
218,2025-02-14,,1167.0,1,4,0.49927324050774674,0.3308433766855838,
219,2025-04-13,2025-09-08,1646.0,4,6,0.26414680537302826,0.6052893600786053,12.0
220,2025-03-06,,893.0,3,3,0.4096607201294461,0.08056729865227824,
221,2025-01-16,,1602.0,4,9,0.516518302526976,0.6107746384685285,
222,2024-10-31,,145.0,4,2,0.18680664610125972,0.18040007394804555,
223,2025-03-01,,392.0,4,8,0.8081753713441695,0.7228448505122334,
224,2025-03-20,,1723.0,4,3,0.2697627420278095,0.34481351493472745,
225,2025-05-20,,230.0,4,8,0.5987573123295766,0.37746484942087183,
226,2025-01-08,,115.0,5,3,0.20868979629718779,0.4756468162748502,
227,2024-11-30,,1291.0,1,4,0.6531319945066579,0.8422623492347757,
228,2024-12-14,,1494.0,6,8,0.40543414709308756,0.5820278597708862,
229,2024-10-30,,192.0,2,4,0.3417715990925472,0.7969461219807431,
230,2025-06-14,,1591.0,2,9,0.05507346472674196,0.6759517123378228,
231,2025-03-06,,979.0,5,9,0.3334624859291921,0.5485492811414729,
232,2025-01-23,,637.0,4,6,0.4582876056759725,0.6482253241343278,
233,2025-04-29,,1469.0,6,1,0.21129005550732097,0.598598583763057,
234,2025-06-15,,485.0,7,9,0.0735802479504976,0.4818463866502856,
235,2025-03-03,2025-09-11,223.0,3,9,0.7131389622389859,0.5719451511535747,9.0
236,2025-05-19,,318.0,0,7,0.20070651948251067,0.28593901118624243,
237,2025-03-17,,613.0,5,9,0.3903657963071578,0.6153929916519835,
238,2024-10-29,2025-09-17,656.0,10,8,0.14591615131128227,0.5105022302224754,3.0
239,2024-10-06,2025-09-20,1360.0,9,9,0.5483397712187028,0.10546172548862995,0.0
240,2025-01-04,,1304.0,5,9,0.2828364750685126,0.5193500861066707,
241,2025-04-25,,747.0,5,7,0.48526424397621204,0.42598158253696444,
242,2025-01-11,,1264.0,3,6,0.23981222902445193,0.2092778958910702,
243,2024-10-09,,220.0,2,2,0.5449988155232103,0.7771920290979687,
244,2025-04-26,,91.0,5,7,0.44585419440100005,0.22068405475150224,
245,2025-04-25,,1705.0,4,1,0.3285061017877792,0.16412407645408778,
246,2024-10-03,,113.0,4,6,0.27932227844270097,0.17458390567997198,
247,2025-03-05,,277.0,3,6,0.5660892794984711,0.5495360104218583,
248,2024-11-16,,1001.0,2,7,0.25617744824327565,0.45374219538612764,
249,2025-05-15,,471.0,3,2,0.3601494911888918,0.5550282217750561,
250,2025-08-12,,1722.0,6,4,0.1615716323748947,0.7873078329933545,
251,2024-10-17,,333.0,8,2,0.46755584899391267,0.14504699115635677,
252,2024-09-25,,60.0,2,4,0.26374392957937653,0.8288112983209983,
253,2025-05-14,,336.0,2,3,0.6924335767431659,0.8338973447907135,
254,2024-12-27,2025-09-20,740.0,2,2,0.5435929625062075,0.5755960333526119,0.0
255,2025-04-22,,427.0,4,2,0.5280082097506056,0.6380823587427109,
256,2024-11-26,,662.0,3,3,0.388290698891248,0.2729579589181979,
257,2025-06-13,,1724.0,4,4,0.4119675367549697,0.38035114418529714,
258,2024-12-31,2025-09-13,1999.0,5,7,0.6123558332740641,0.44074817057181903,7.0
259,2025-01-11,,297.0,6,4,0.17180427245067426,0.8254192870766736,
260,2025-04-29,,546.0,5,7,0.2949732282912946,0.4052389026635098,
261,2024-10-09,,687.0,5,4,0.5808411086979897,0.28559237454444614,
262,2025-05-31,,2433.0,5,3,0.671297237631868,0.7253907652362572,
263,2025-07-22,,5317.0,4,8,0.3538766080662965,0.6256543328587428,
264,2025-09-18,,265.0,3,3,0.5677747949714946,0.4606054292477165,
265,2024-11-20,2025-09-15,1089.0,4,8,0.6029286496406769,0.3971110471143938,5.0
266,2025-01-09,2025-09-14,430.0,7,2,0.3669970405032066,0.13640051654939103,6.0
267,2025-05-03,,57.0,3,3,0.5756696192693626,0.30548407392678206,
268,2025-08-14,2025-09-16,57.0,5,4,0.15796101072899932,0.3050648109723568,4.0
269,2025-04-13,,544.0,4,3,0.3987974302522754,0.5927375500225763,
270,2025-09-11,,586.0,4,6,0.15989187609516628,0.21922407544535236,
271,2025-01-30,,68.0,2,9,0.4633134182949034,0.5478762811984602,
272,2025-06-13,,979.0,4,8,0.9350251934851089,0.5323560861478527,
273,2025-04-26,,329.0,6,4,0.10813824639869475,0.07362873789767871,
274,2024-11-20,,707.0,3,2,0.7603306822155355,0.8069946419631608,
275,2025-02-24,,336.0,4,1,0.7207820950996852,0.15316550041400928,
276,2025-05-12,,196.0,7,4,0.2715454822494308,0.34875746578074807,
277,2025-04-21,,468.0,4,5,0.671451603802732,0.6772965585007504,
278,2025-07-28,,261.0,4,2,0.43360743306320965,0.6055417030945689,
279,2025-05-23,,662.0,4,3,0.03928754252432224,0.7893699595040261,
280,2025-04-12,2025-09-18,227.0,6,4,0.3999359946995912,0.41851412082148554,2.0
281,2025-05-27,2025-09-18,618.0,5,3,0.7244541627497211,0.4356626507046708,2.0
282,2025-07-07,,187.0,2,8,0.24189002446126825,0.371817908844491,
283,2025-05-30,,939.0,1,2,0.29044636960987963,0.29199758231244427,
284,2025-06-08,,1172.0,5,9,0.5842523240336668,0.22228181866857447,
285,2024-10-15,2025-09-13,144.0,3,6,0.13767141874428995,0.6091795153156476,7.0
286,2025-01-09,,555.0,3,1,0.4107945134703262,0.01920890791229663,
287,2025-02-05,,109.0,6,8,0.6277152901950797,0.31094312109769906,
288,2025-05-31,,779.0,3,6,0.38172756065359253,0.3203632353503866,
289,2025-06-13,2025-09-17,296.0,2,4,0.29084713179129895,0.7318408223108199,3.0
290,2025-04-20,,650.0,3,6,0.7641150505540151,0.044762037121387654,
291,2024-10-06,,633.0,2,2,0.585790894879302,0.5223712898976677,
292,2024-10-17,,2115.0,7,1,0.059619491413629606,0.023145291935762206,
293,2025-03-10,2025-09-07,687.0,3,6,0.5991914336441183,0.3167307676101097,13.0
294,2024-11-14,2025-09-10,750.0,5,8,0.32050714219406734,0.5329167244543781,10.0
295,2025-04-10,2025-09-07,461.0,5,5,0.703510457518382,0.8961596029692824,13.0
296,2025-02-24,2025-09-11,2432.0,4,8,0.8294078118352575,0.4195857150736414,9.0
297,2025-04-04,2025-09-08,1251.0,3,3,0.4476307001583488,0.38695200246543565,12.0
298,2025-04-12,,319.0,2,6,0.42191372064152644,0.14911742124951624,
299,2025-07-14,2025-09-13,1537.0,3,1,0.3651431286971515,0.33165884821465413,7.0
300,2024-12-05,,503.0,3,3,0.5173926731999171,0.5655858238819671,
301,2024-12-17,,1461.0,5,4,0.328982446341918,0.45767374317701937,
302,2024-11-20,,1435.0,7,5,0.37656884834497445,0.6391437894257759,
303,2025-05-08,,217.0,7,3,0.4608665594050896,0.6540932958242104,
304,2025-03-09,,1016.0,7,8,0.4449948856157603,0.5710722999317496,
305,2025-05-15,,325.0,5,5,0.5159737658482115,0.4761111455577405,
306,2025-08-18,,332.0,4,7,0.7298362750425822,0.9090132307825181,
307,2025-03-28,,331.0,6,5,0.5354681276671496,0.3410349304545818,
308,2025-08-29,,1084.0,2,8,0.5230455911906216,0.3728379409218462,
309,2025-01-25,,259.0,4,1,0.867633389905559,0.4714396138190645,
310,2025-04-15,,51.0,4,3,0.7288348752632513,0.37105917976720143,
311,2025-08-13,,1055.0,3,3,0.3790792247870413,0.3831809816736283,
312,2025-02-02,,200.0,2,3,0.3036655042348188,0.13257411684893383,
313,2025-07-31,,138.0,3,6,0.6763975219657482,0.7561833106051035,
314,2024-12-30,,267.0,7,9,0.37245226965841854,0.4758033279352021,
315,2024-12-11,,432.0,1,6,0.31527796459449914,0.8363196670281301,
316,2025-08-24,2025-09-16,567.0,0,5,0.2743969527950536,0.3670047968161929,4.0
317,2025-02-06,2025-09-13,86.0,5,1,0.6825447162139957,0.2058072215236876,7.0
318,2024-12-17,,2871.0,4,2,0.524684273748132,0.7052719932845444,
319,2024-12-08,,1057.0,6,1,0.4067454112143296,0.40022198727904934,
320,2025-06-15,,362.0,2,6,0.34861382631864385,0.09514437577942907,
321,2024-12-10,,357.0,3,3,0.28229678499173044,0.4004738839661036,
322,2024-11-07,,526.0,4,5,0.5057541893274033,0.9262050072592606,
323,2024-11-20,,837.0,1,6,0.9218912010838461,0.543195177381036,
324,2025-04-26,,177.0,1,5,0.17131442406240988,0.5181123864455787,
325,2025-09-16,,218.0,4,3,0.6468171168806983,0.8419878693307551,
326,2025-08-16,,1620.0,3,2,0.31549072341696094,0.33047293642919523,
327,2025-03-12,,287.0,5,2,0.4591755847798832,0.823080295158338,
328,2025-08-02,,433.0,4,2,0.9083457671562284,0.5166482002361339,
329,2025-09-03,2025-09-18,1690.0,7,4,0.38227213368910107,0.7595424849943535,2.0
330,2025-04-01,,920.0,3,4,0.4099863287332156,0.12746496580552158,
331,2025-02-12,,384.0,1,3,0.29130088577539925,0.35045819813953727,
332,2025-04-15,,971.0,6,8,0.5025282882831426,0.5825200929246003,
333,2025-08-05,,66.0,1,4,0.18213337724640236,0.608538046260841,
334,2025-09-14,,1114.0,2,8,0.3408839060878319,0.0861584157115594,
335,2025-06-13,,584.0,1,3,0.2943181933804939,0.5593155903013795,
336,2025-01-30,,1392.0,4,2,0.31514502826827745,0.4867928983191042,
337,2025-08-14,,2524.0,2,8,0.22652725932813564,0.5534156850651517,
338,2024-12-14,,2131.0,5,6,0.37684498675528494,0.4283200035737315,
339,2024-10-06,2025-09-15,1970.0,3,2,0.8135568102320365,0.7407765476907825,5.0
340,2024-11-22,,624.0,4,7,0.047374427729979074,0.7842555582372228,
341,2025-03-23,,407.0,6,7,0.3140807235333979,0.49808511419023066,
342,2025-06-17,,550.0,3,4,0.6720972705467034,0.23021585329285324,
343,2025-06-13,2025-09-09,987.0,2,8,0.22322576461216445,0.1480629676675383,11.0
344,2025-03-16,2025-09-07,1773.0,3,3,0.23474384253895084,0.423532882856996,13.0
345,2025-05-27,,236.0,4,9,0.1859831931687073,0.3817572725689543,
346,2025-03-13,2025-09-12,2053.0,3,5,0.46397481992882583,0.5299930012597442,8.0
347,2025-01-10,2025-09-11,1401.0,4,3,0.30096621425410897,0.36740130675571847,9.0
348,2025-04-12,,3135.0,4,9,0.4709078835522501,0.17662699233833706,
349,2025-01-07,,1748.0,3,2,0.11743014968441785,0.3052903429970506,
350,2024-11-01,,313.0,2,2,0.31230017378575753,0.4144509393172353,
351,2025-05-15,,140.0,5,3,0.1462731077385722,0.5971238219444555,
352,2025-09-02,,145.0,6,9,0.08365133373726433,0.5885531332078748,
353,2024-12-13,2025-09-08,325.0,5,3,0.19863342656125216,0.7505102194162642,12.0
354,2025-02-09,,812.0,4,5,0.020670943834674105,0.8263929157910214,
355,2025-07-28,,1355.0,2,9,0.1849111279213495,0.5292503182436009,
356,2025-07-24,,1886.0,4,6,0.3225093649660025,0.7172199334737596,
